id	type	DescriptionTitle	PriceLabel	ListingDate	ReListingDate	Address	Suburb	State	PostCode	Property.lat	Property.lon	PropertyType	Agency.Id	Agency.Name	Agent.Name	Beds	Baths	Cars	EER	PlotSize
47691	rental	Location and convenience	$550 per week	2021-10-01T08:23:10.948338+10:00	2021-10-20T21:16:24.763925+11:00	23 Wyselaskie Circuit	KAMBAH	ACT	2902	149.062365	-35.378756	House	232	Ray White Canberra	Keeley Gillespie	3	1	1	5.0	
47700	rental	RESORT STYLE LIVING IN KINGSTON	$530 per week	2021-10-01T09:48:21.183411+10:00	2021-10-14T11:01:19.798285+11:00	 22/30 Cunningham Street	KINGSTON	ACT	2604	149.145665	-35.3187395	Apartment	629	Badenoch Real Estate	Jayne Spice	2	2	1		0.0
47709	rental	Open plan two bedroom apartment in sought after Narrabundah 	$475 per week	2021-10-01T11:15:19.401639+10:00	2021-10-01T12:01:36.710020+10:00	22/42 Jerrabomberra Avenue	NARRABUNDAH	ACT	2604	149.1492455	-35.3386669	Unit	437	LJ Hooker Belconnen	Leasing Team	2	1	1		
47711	rental	Spacious, Light Filled Apartment	$480 Per Week	2021-10-01T11:23:31.884548+10:00	2021-10-08T11:31:26.016913+11:00	55/47 Blackall Street	BARTON	ACT	2600	149.1375898	-35.3085038	BlockOfUnits	410	McGrath Canberra	Lucy Crouch	1	1	1		
47718	rental	Prime location with large courtyard	$550 per week	2021-10-01T13:31:15.832417+10:00	2021-10-23T15:01:29.318221+11:00	31/7 State Circle	FORREST	ACT	2603	149.1261089	-35.3126257	Unit	232	Ray White Canberra	Keeley Gillespie	1	1	1	7.5	
47722	rental	BRAND NEW APARTMENT WITH LAKE VIEWS	$660 per week	2021-10-01T14:18:39.959998+10:00	2021-10-06T10:31:27.879636+11:00	1806/161 Emu Bank	BELCONNEN	ACT	2617	149.0664078	-35.2364497	Apartment	408	Luton Belconnen	Alan Barrera	2	2	2	6.5	
47726	rental	Casey Convenience	$580 per week	2021-10-01T14:48:12.676602+10:00	2021-10-14T11:01:23.565319+11:00	7 Quealy Street	CASEY	ACT	2913	149.0990646	-35.1587385	House	629	Badenoch Real Estate	Jayne Spice	3	2	1	6.0	0.0
47729	rental	One Bedroom Apartment - Highgate	$500 per week	2021-10-01T15:03:16.869908+10:00	2021-10-07T10:16:24.817177+11:00	102/260 City Walk	CITY	ACT	2601	149.1332144	-35.2819498	Apartment	433	Maloney's Property	Ned Hibbert	1	1	1		
47732	rental	Perfect Location!	$500 Per Week	2021-10-01T15:25:27.954068+10:00	2021-10-18T14:16:22.821645+11:00	301/1 Mouat Street	LYNEHAM	ACT	2602	149.1327576	-35.2485434	Apartment	410	McGrath Canberra	Lucy Crouch	1	1	1		
47733	rental	Two Bedroom Apartment - Nova	$690 per week	2021-10-01T15:37:04.193358+10:00	2021-10-11T14:16:23.940833+11:00	121/26 Antill Street	DICKSON	ACT	2602	149.1361452	-35.2488353	Apartment	433	Maloney's Property	Ned Hibbert	2	2	2		
47740	rental	Great Space-Central Location - One Bedroom Plus Study	$535 per week	2021-10-01T16:31:33.001909+10:00	2021-10-25T09:31:44.395511+11:00	16/5 Burbury Cl	BARTON	ACT	2600	149.133449	-35.312375	Apartment	433	Maloney's Property	Ned Hibbert	1	1	1		
47747	rental	Grand Central Towers - Two Bedroom Apartment	$590 per week	2021-10-02T17:52:38.186596+10:00	2021-10-19T14:31:23.657463+11:00	1310/15 Bowes St	PHILLIP	ACT	2606	149.0868669	-35.3441316	Apartment	433	Maloney's Property	Ned Hibbert	2	2	2		
