id	type	DescriptionTitle	PriceLabel	ListingDate	ReListingDate	Address	Suburb	State	PostCode	Property.lat	Property.lon	PropertyType	Agency.Id	Agency.Name	Agent.Name	Beds	Baths	Cars	EER	PlotSize
40416	residential	Two for One!	$1,200,000	2021-07-22T16:54:21.282384+10:00	2021-08-26T14:31:19.375489+10:00	41 Cameleer Lane	STRATHNAIRN	ACT	2615	148.9940343	-35.2323889	House	2086	Real Estate Australia	Peter Tolhurst	7	1	3	7.0	
43024	residential	Best Bedsitter	$169,500-$179,500	2021-08-12T17:30:36.537884+10:00	2021-09-15T17:01:24.537293+10:00	13/2 Donald Road	QUEANBEYAN	NSW	2620	149.2257116	-35.3570464	Unit	516	LJ Hooker Queanbeyan – Jerrabomberra – Googong	Jon Stumbles	1	1	1		
43567	residential	"""Canberra's Most Exciting Place to Live"""	$430,000+	2021-07-22T16:54:21.479496+10:00	2021-08-26T14:31:25.670379+10:00	426/1 Eloura	BRADDON	ACT	2612	149.1308452	-35.2728977	Apartment	2086	Real Estate Australia	Peter Tolhurst	1	1	1	6.0	
43740	residential	Narrabundah Apartment With A Great View	$300,000 - $330,000	2021-07-01T08:42:42.346426+10:00	2021-10-15T10:16:41.747190+11:00	8/41 Leahy Close	NARRABUNDAH	ACT	2604	149.1429966	-35.3433341	Apartment	443	LJ Hooker Manuka	Tyran Murphy	2	1	1	6.0	
43757	residential	International award winning and environmentally responsible	$840,000+	2021-07-01T10:58:49.516086+10:00	2021-12-08T14:46:32.159482+11:00	1411/25 Edinburgh Avenue	ACTON	ACT	2601	149.1225939	-35.284914	Apartment	513	One Agency Sandy Morris	Sandy Morris	2	2	2	6.0	
43804	residential	North facing seperate title house and land packages opposite reserve available at split contracts	$799,000	2021-07-02T09:28:30.079186+10:00	2021-10-09T11:16:21.372358+11:00	77 Keith Bain Crescent	WHITLAM	ACT	2611	149.0238401	-35.2087136	House	1072	Independent Gungahlin	Michael Wang	3	2	2	6.0	192.0
43812	residential	Spacious Living Close to CBD	By Negotiation	2021-07-02T10:32:10.236659+10:00	2021-10-18T09:31:58.033454+11:00	27a/17 Uriarra Road	QUEANBEYAN	NSW	2620	149.2271787	-35.345311	Apartment	623	Ray White Queanbeyan | Jerrabomberra	Ben Mills	1	1	1		
43837	residential	Superb Country Living	$1,450,000 - $1,550,000	2021-07-02T14:38:43.315564+10:00	2021-10-19T12:01:29.138001+11:00	123 Little Burra Road	BURRA	NSW	2620	149.2189267	-35.5016132	House	624	Ian McNamee & Partners - Queanbeyan	Michael Edwards	4	2	4		30.0
43912	residential	Spacious 2 Bedroom Apartment With City Views	Offers over $460000	2021-07-06T10:38:31.188887+10:00	2021-09-17T15:01:29.195323+10:00	154/1 Mouat Street	LYNEHAM	ACT	2602	149.1327576	-35.2485434	Unit	1072	Independent Gungahlin	Michael Wang	2	1	1	6.0	
43913	residential	Invest in Education	$199,000+	2021-07-06T10:36:12.750728+10:00	2021-08-04T19:46:32.680376+10:00	55/101 Hennessy Street	BELCONNEN	ACT	2617	149.0709054	-35.2463228	Unit	2746	Canberry Properties	Penny Zheng	1	1	1	6.0	
43982	residential	Great location, stunning amenities	$509,900	2021-07-06T11:08:54.849375+10:00	2021-08-13T12:21:32.403067+10:00	803/3 Grazier Lane	BELCONNEN	ACT	2617	149.0713978	-35.2402235	Apartment	694	GEOCON	Adam Morgan	2	2	2	5.0	0.0
43994	residential	Attractive and affordable!	$650,000	2021-07-06T12:58:14.625589+10:00	2021-10-18T15:16:41.059645+11:00	27a William Street	OAKS ESTATE	ACT	2620	149.2305474	-35.3401365	House	623	Ray White Queanbeyan | Jerrabomberra	Brad O'Mara	3	2	2	2.5	
44039	residential	1 Bedroom Terrace	$415,000	2021-08-16T15:44:40.662868+10:00	2021-10-20T09:46:21.205267+11:00	10/51 Mary Street	GOOGONG	NSW	2620	149.2292174	-35.420776	Terrace	516	LJ Hooker Queanbeyan – Jerrabomberra – Googong	Jon Stumbles	1	1	1		
44042	residential	1 Bedroom Terrace	$415,000	2021-08-16T15:44:40.562935+10:00	2021-10-20T09:46:21.241705+11:00	9/51 Mary Street	GOOGONG	NSW	2620	149.2292174	-35.420776	Terrace	516	LJ Hooker Queanbeyan – Jerrabomberra – Googong	Jon Stumbles	1	1	1		
44051	residential	Renovators Delight	Contact Agent	2021-07-07T11:22:02.543509+10:00	2021-09-06T13:16:25.404344+10:00	16/31 Disney Court	BELCONNEN	ACT	2617	149.0703444	-35.2442728	Unit	702	Town Residential	Kostya Logvinov	2	1	1	5.0	0.0
44056	residential	Spacious 1 Bedroom Townhouse with Multi Purpose Room	$430,000+	2021-07-07T11:50:44.038703+10:00	2021-08-31T10:31:23.088396+10:00	Kingsland Parade	CASEY	ACT	2913	149.0963621	-35.1741498	Townhouse	690	LJ Hooker Project Marketing	James Herbert	1	1	1	7.5	0.0
44060	residential	Sensational Garden Penthouse with Water views	By Negotiation	2021-07-07T13:01:09.171784+10:00	2021-09-23T15:08:41.053418+10:00	402/85 Eyre Street	KINGSTON	ACT	2604	149.14850144330694	-35.3140206634165	Apartment	626	Berkely Residential	Simon Richards	3	2	4	6.0	0.0
44089	residential	The Heart Of Dickson	$515,000+	2021-07-08T09:35:04.491843+10:00	2021-09-17T16:01:55.749530+10:00	108/8 Cape Street	DICKSON	ACT	2602	149.1375122	-35.2516175	Apartment	443	LJ Hooker Manuka	Samuel Thompson	2	2	1	6.0	
44146	residential	Alluring Townhouse in Lawson!	Offers above $679,000	2021-07-08T16:05:19.046835+10:00	2021-10-07T16:31:40.633681+11:00	20/1 Rouseabout Street	LAWSON	ACT	2617	149.0920234	-35.227544	Townhouse	1534	New Door Properties	Gurjant Singh	3	3	1	5.0	4688.0
44251	residential	Resort Style Living With Amazing Views on an RZ2 Block of Land !	By Negotiation	2021-07-12T11:47:59.184112+10:00	2021-10-15T16:46:49.571918+11:00	60 Mileham Street	MACGREGOR	ACT	2615	149.0166026	-35.2103364	House	636	Impact Properties	Gerardo Penna	4	2	6	1.0	914.0
44353	residential	3 Bedroom Apartment	$819,900+	2021-07-14T14:10:32.284943+10:00	2022-09-07T14:58:35.892236+10:00	The Shard/32 Corinna Street	PHILLIP	ACT	2606	149.0839972	-35.3459584	Apartment	690	LJ Hooker Project Marketing	Andrew Ligdopoulos	3	2	2	6.0	0.0
44354	residential	Spacious 3 Bedroom Apartment	$1,175,000+	2021-07-14T14:15:58.385247+10:00	2022-09-07T14:57:07.254252+10:00	The Shard/32 Corinna Street	PHILLIP	ACT	2606	149.0839972	-35.3459584	Apartment	690	LJ Hooker Project Marketing	Andrew Ligdopoulos	3	2	3	6.0	0.0
44355	residential	4 Bedroom Penthouse Apartment	$2,995,000	2021-07-14T14:15:50.626094+10:00	2023-10-12T12:21:49.541674+11:00	The Shard/32 Corinna Street	PHILLIP	ACT	2606	149.0839972	-35.3459584	Apartment	690	LJ Hooker Project Marketing	Andrew Ligdopoulos	4	3	3	6.0	0.0
44356	residential	2 Bedroom Ensuite Apartment	$679,000+	2021-07-14T14:09:31.266900+10:00	2023-10-12T12:15:30.148489+11:00	The Shard/32 Corinna Street	PHILLIP	ACT	2606	149.0839972	-35.3459584	Apartment	690	LJ Hooker Project Marketing	Andrew Ligdopoulos	2	2	2	6.0	0.0
44357	residential	3 Bedroom Apartment	$819,000+	2021-07-14T14:09:43.750063+10:00	2023-05-11T14:02:42.157517+10:00	The Shard/32 Corinna Street	PHILLIP	ACT	2606	149.0839972	-35.3459584	Apartment	690	LJ Hooker Project Marketing	Andrew Ligdopoulos	3	2	2	6.0	0.0
44359	residential	1 Bedroom + MPR Apartment	$539,900+	2021-07-14T14:07:06.782505+10:00	2023-10-12T12:14:38.986681+11:00	The Shard/32 Corinna Street	PHILLIP	ACT	2606	149.0839972	-35.3459584	Apartment	690	LJ Hooker Project Marketing	Andrew Ligdopoulos	1	1	1	6.0	0.0
44360	residential	3 Bedroom Penthouse Apartment	$1,850,000	2021-07-14T14:03:38.123498+10:00	2023-10-12T12:20:43.324974+11:00	The Shard/32 Corinna Street	PHILLIP	ACT	2606	149.0839972	-35.3459584	Apartment	690	LJ Hooker Project Marketing	Andrew Ligdopoulos	3	3	3	6.0	0.0
44362	residential	1 Bedroom Apartment	$418,000+	2021-07-14T14:04:12.227573+10:00	2021-09-10T07:57:07.458350+10:00	The Shard/32 Corinna Street	PHILLIP	ACT	2606	149.0839972	-35.3459584	Apartment	690	LJ Hooker Project Marketing	Andrew Ligdopoulos	1	1	1	6.0	0.0
44906	residential	Two houses on acreage with views.	$1,400,000-$1,450,000	2021-07-14T17:46:17.367570+10:00	2021-10-19T13:01:39.870238+11:00	60 Blewitt Lane	BURRA	NSW	2620	149.2381987	-35.5183412	AcreageSemi-rural	623	Ray White Queanbeyan | Jerrabomberra	Brad O'Mara	5	3	2		8.55
44951	residential	A Gorgeous Art Deco Contemporary Residence on 2,327m2 with tennis court	By Negotiation	2021-07-15T10:48:41.751730+10:00	2021-09-23T15:06:18.992923+10:00	9 Mugga Way	FORREST	ACT	2603	149.1187737	-35.3220809	House	626	Berkely Residential	Bill Lyristakis	5	2	2	1.5	0.0
44967	land	Create you dream home	UNDER OFFER	2021-07-15T11:36:58.243340+10:00	2021-08-23T09:31:34.017333+10:00	Rosette Rise 	TAYLOR	ACT	2913	149.0965095	-35.149781	Land	1783	The Westend CBR	Nick Haider	0	0	0		
45111	residential	The Establishment Unit 111 - Chicago Warehouse Inspired Designs	$325,395	2021-07-19T13:35:32.581767+10:00	2021-10-18T11:05:14.262285+11:00	111/90 Swain Street	GUNGAHLIN	ACT	2912	149.1331398	-35.1808733	Apartment	694	GEOCON	Dimitri Georgalis	1	1	0	5.0	0.0
45130	residential	"A brand new offering in the heart of ""Old Watson"" "	$1,199,000+	2021-07-19T15:44:46.779171+10:00	2021-10-13T15:46:27.549947+11:00	57B Williams Street	WATSON	ACT	2602	149.1569023	-35.2395105	Townhouse	2853	Bastion Property Group	Theo Koutsikamanis	4	2	2	6.0	495.0
45140	residential	1 Bedroom + Full Study Apartments	$494,900+	2021-07-19T17:07:49.881460+10:00	2023-11-02T11:00:13.223401+11:00	The Chandler Chandler Street	BELCONNEN	ACT	2617	149.07047979999996	-35.24021770000002	Apartment	690	LJ Hooker Project Marketing	James Herbert	1	1	1	6.0	0.0
45167	residential	Big Beautiful Apartment in the Town Centre !	By Negotiation	2021-07-20T12:56:29.505937+10:00	2021-10-11T11:16:56.069324+11:00	119/57 Benjamin Way	BELCONNEN	ACT	2617	149.0678029	-35.2424231	Apartment	636	Impact Properties	Raj Sahu	2	2	2	6.0	
45190	residential	Rented until April 2022.	$525,000+	2021-07-21T10:30:14.556957+10:00	2021-10-11T12:19:45.934190+11:00	60/45 Blackall Street	BARTON	ACT	2600	149.1374552	-35.30780590000001	Apartment	1155	PURNELL	Nick Purnell	1	1	1	6.0	0.0
45276	residential	Immaculate 2 bedroom apartment	$550,000	2021-07-22T12:03:19.876182+10:00	2021-10-05T13:01:56.869894+11:00	25/36 Morell Close	BELCONNEN	ACT	2617	149.0601137	-35.2290848	Apartment	1069	Crowthers	Bret Loughton	2	2	2	6.0	
45295	residential	3 Bedroom architecturally designed separate title residence with a terrace, double garage, and courtyard	$855000	2021-07-22T13:39:34.258837+10:00	2021-10-18T17:16:20.297612+11:00	241 Sculthorpe Avenue	WHITLAM	ACT	2611	149.0238401	-35.2087136	House	1072	Independent Gungahlin	Rahul Mehta	3	2	2	5.0	235.0
