ListingId	UpdateOnDate	Address	NewPrice
168668690	2021-07-31	2-akuna-street-city-canberra	$420 per week
168784292	2021-07-06	2-masson-street-turner-canberra	$500 per week
168784292	2021-07-07	2-masson-street-turner-canberra	$500 per week
168852603	2021-09-03	no-street-name-provided-stirling-canberra	$695 per week
168875275	2021-07-23	no-street-name-provided-dickson-canberra	$475 per week
169025072	2021-07-31	no-street-name-provided-turner-canberra	$530 per week
169160655	2021-04-07	22-breen-street-casey-canberra	$950 per week
169160655	2021-04-21	22-breen-street-casey-canberra	$800 per week
169160655	2021-06-09	22-breen-street-casey-canberra	$745 per week
169192004	2021-02-07	317-19-marcus-clarke-street-city-canberra	$749-$994 per week
169192004	2021-07-23	317-19-marcus-clarke-street-city-canberra	$649-$994 per week
169192004	2021-07-31	317-19-marcus-clarke-street-city-canberra	$630-$994 per week
169385124	2021-03-05	no-street-name-provided-franklin-canberra	$410 per week
169543704	2021-07-07	no-street-name-provided-gungahlin-canberra	$590 per week
170150317	2021-05-11	22-moore-street-turner-canberra	$380 per week
170454248	2021-11-05	no-street-name-provided-downer-canberra	$670 per week
170454248	2021-11-06	no-street-name-provided-downer-canberra	$670 per week
170706521	2021-02-10	55-98-corinna-street-phillip-canberra	$520 per week
170706521	2021-02-12	55-98-corinna-street-phillip-canberra	$500 per week
170706521	2021-02-17	55-98-corinna-street-phillip-canberra	$500 per week
171325946	2021-02-07	no-street-name-provided-gungahlin-canberra	$270 per week
171325946	2021-02-10	no-street-name-provided-gungahlin-canberra	$270 per week
171325946	2021-05-11	no-street-name-provided-gungahlin-canberra	$220 per week
171655050	2021-05-11	no-street-name-provided-braddon-canberra	$380 per week
172023120	2021-03-24	no-street-name-provided-braddon-canberra	$640 per week
172023120	2021-10-18	no-street-name-provided-braddon-canberra	$620 per week
172023120	2021-10-19	no-street-name-provided-braddon-canberra	$620 per week
172023120	2021-10-20	no-street-name-provided-braddon-canberra	$620 per week
172023120	2021-10-21	no-street-name-provided-braddon-canberra	$590 per week
172023120	2021-10-22	no-street-name-provided-braddon-canberra	$590 per week
172023120	2021-10-23	no-street-name-provided-braddon-canberra	$590 per week
172023120	2021-10-25	no-street-name-provided-braddon-canberra	$590 per week
172023120	2021-10-26	no-street-name-provided-braddon-canberra	$590 per week
172023120	2021-10-27	no-street-name-provided-braddon-canberra	$590 per week
172023120	2021-10-28	no-street-name-provided-braddon-canberra	$590 per week
172072570	2021-04-21	15-29-state-circle-deakin-canberra	$480 per week
172693700	2021-04-21	19-marcus-clarke-street-city-canberra	$650 per week
173455572	2021-01-01	no-street-name-provided-chifley-canberra	$120 per week
174145555	2021-10-28	3-42-henty-street-braddon-canberra	$480 per week
174145555	2021-10-29	3-42-henty-street-braddon-canberra	$480 per week
174145555	2021-10-30	3-42-henty-street-braddon-canberra	$480 per week
174145555	2021-10-31	3-42-henty-street-braddon-canberra	$480 per week
174145555	2021-11-01	3-42-henty-street-braddon-canberra	$480 per week
174145555	2021-11-02	3-42-henty-street-braddon-canberra	$480 per week
174145555	2021-11-03	3-42-henty-street-braddon-canberra	$480 per week
174145555	2021-11-04	3-42-henty-street-braddon-canberra	$480 per week
174249055	2021-10-12	no-street-name-provided-dickson-canberra	$899 per week
175330447	2021-01-08	no-street-name-provided-belconnen-canberra	$500 per week
175372485	2021-01-27	30-1-gungahlin-place-gungahlin-canberra	$380 per week
175468931	2021-03-13	118-osburn-drive-macgregor-canberra	$650-$750 per week
175468931	2021-03-18	118-osburn-drive-macgregor-canberra	$650-$750 per week
175483269	2021-06-09	11-10-ovens-street-griffith-canberra	$560 per week
175749337	2021-02-10	33-currong-street-south-reid-canberra	$490 - $491 per week
175749337	2021-02-12	33-currong-street-south-reid-canberra	$490 - $491 per week
175749337	2021-02-17	33-currong-street-south-reid-canberra	$490 - $491 per week
175873579	2021-05-11	11-12-challis-street-dickson-canberra	$495 per week
176350975	2021-01-03	no-street-name-provided-griffith-canberra	$700 per week
176350975	2021-01-08	no-street-name-provided-griffith-canberra	$700 per week
176350975	2021-01-18	no-street-name-provided-griffith-canberra	$650 per week
176350975	2021-01-21	no-street-name-provided-griffith-canberra	$650 per week
176433226	2021-10-12	no-street-name-provided-casey-canberra	$600 per week
176433226	2021-10-15	23-rockwood-street-casey-canberra	$580 per week
176433226	2021-10-16	23-rockwood-street-casey-canberra	$580 per week
176433226	2021-10-17	23-rockwood-street-casey-canberra	$580 per week
176433226	2021-10-18	23-rockwood-street-casey-canberra	$580 per week
176433226	2021-10-19	23-rockwood-street-casey-canberra	$580 per week
176433226	2021-10-20	23-rockwood-street-casey-canberra	$580 per week
176433226	2021-10-21	23-rockwood-street-casey-canberra	$580 per week
177086945	2021-01-08	73-217-northbourn-avenue-turner-canberra	$825 per week
177374357	2021-10-22	12-stockdale-street-dickson-canberra	$495 per week
177374357	2021-10-23	12-stockdale-street-dickson-canberra	$495 per week
177374357	2021-10-25	12-stockdale-street-dickson-canberra	$495 per week
177374357	2021-10-26	12-stockdale-street-dickson-canberra	$495 per week
177374357	2021-10-27	12-stockdale-street-dickson-canberra	$495 per week
177374357	2021-10-28	12-stockdale-street-dickson-canberra	$495 per week
177632476	2021-01-27	95-oodgeroo-avenue-franklin-canberra	$800 per week
177654549	2021-03-18	no-street-name-provided-page-canberra	By Negotiation
177695166	2021-07-31	no-street-name-provided-scullin-canberra	$400-$440 per week
177743084	2021-01-21	320-19-marcus-clarke-street-city-canberra	$580 - $600 per week
178065893	2021-10-29	14b-rudall-street-latham-canberra	$320 pw
178065893	2021-10-30	14b-rudall-street-latham-canberra	$320 pw
178065893	2021-10-31	14b-rudall-street-latham-canberra	$320 pw
178065893	2021-11-01	14b-rudall-street-latham-canberra	$320 pw
178065893	2021-11-02	14b-rudall-street-latham-canberra	$320 pw
178065893	2021-11-03	14b-rudall-street-latham-canberra	$320 pw
178065893	2021-11-04	14b-rudall-street-latham-canberra	$320 pw
178065893	2021-11-05	14b-rudall-street-latham-canberra	$320 pw
178067986	2021-03-13	no-street-name-provided-braddon-canberra	$530 per week
178067986	2021-03-18	no-street-name-provided-braddon-canberra	$530 per week
178082282	2021-01-21	18-numeralla-street-o-malley-canberra	By Negotiation
178097706	2021-04-21	no-street-name-provided-belconnen-canberra	$600 per week
178109306	2021-01-03	35-jerrabomberra-avenue-narrabundah-canberra	$475-$550 per week
178109306	2021-01-08	35-jerrabomberra-avenue-narrabundah-canberra	$475-$550 per week
178109306	2021-01-15	35-jerrabomberra-avenue-narrabundah-canberra	$450-$500 per week
178139359	2021-02-07	7-foster-place-watson-canberra	$895 per week
178139359	2021-02-10	7-foster-place-watson-canberra	$895 per week
178139359	2021-02-12	7-foster-place-watson-canberra	$895 per week
178139586	2021-01-15	hopetoun-circuit-deakin-canberra	$265 per week
178234697	2021-07-31	11-concetta-street-denman-prospect-canberra	$1000 pw
178272816	2021-10-21	61-7-state-circle-forrest-canberra	$670 per week
178272816	2021-10-22	61-7-state-circle-forrest-canberra	$670 per week
178272816	2021-10-23	61-7-state-circle-forrest-canberra	$670 per week
178272816	2021-10-25	61-7-state-circle-forrest-canberra	$670 per week
178272816	2021-10-26	61-7-state-circle-forrest-canberra	$670 per week
178272816	2021-10-27	61-7-state-circle-forrest-canberra	$670 per week
178272816	2021-10-28	61-7-state-circle-forrest-canberra	$670 per week
178303725	2021-01-01	80-banks-street-yarralumla-canberra	$1,200 - $1,275 per week
178303725	2021-03-13	80-banks-street-yarralumla-canberra	$1,325 per week
178303725	2021-03-18	80-banks-street-yarralumla-canberra	$1,325 per week
178388654	2021-01-15	46-35-chandler-street-belconnen-canberra	$480 per week
178388654	2021-01-18	46-35-chandler-street-belconnen-canberra	$480 per week
178408817	2021-10-17	56-david-fleay-street-wright-canberra	$1,000 - $1,025 per week
178408817	2021-10-18	56-david-fleay-street-wright-canberra	$1,000 - $1,025 per week
178408817	2021-10-19	56-david-fleay-street-wright-canberra	$1,000 - $1,025 per week
178408817	2021-10-20	56-david-fleay-street-wright-canberra	$1,000 - $1,025 per week
178469601	2021-07-23	keewong-street-crace-canberra	$450 per week
178514002	2021-03-13	no-street-name-provided-stirling-canberra	$690 per week
178514002	2021-07-14	no-street-name-provided-stirling-canberra	$630 per week
178627939	2021-02-01	22-gould-street-turner-canberra	$515 per week
178627939	2021-02-07	22-gould-street-turner-canberra	$515 per week
178651926	2021-01-08	516-2-akuna-street-city-canberra	$520 per week
178692468	2021-02-07	45-blackall-street-barton-canberra	$1,100 per week
178721083	2021-02-07	8-21-battye-street-bruce-canberra	$375 per week
178721083	2021-02-10	8-21-battye-street-bruce-canberra	$375 per week
178721083	2021-02-12	8-21-battye-street-bruce-canberra	$375 per week
178755996	2021-06-21	260-city-walk-city-canberra	$580 per week
178783337	2021-01-15	25-2-leichhardt-street-griffith-canberra	$890 per week
178783337	2021-01-18	25-2-leichhardt-street-griffith-canberra	$890 per week
178783337	2021-03-24	25-2-leichhardt-street-griffith-canberra	By Negotiation
178811912	2021-01-03	12-33-eastlake-parade-kingston-canberra	$1,000 - $1,150 per week
178811912	2021-01-08	12-33-eastlake-parade-kingston-canberra	$1,000 - $1,150 per week
178838161	2021-03-05	1-grazier-lane-belconnen-canberra	$490 - $520 per week
178842688	2021-01-01	1-grazier-lane-belconnen-canberra	$480 per week
178842688	2021-01-03	1-grazier-lane-belconnen-canberra	$480 per week
178861777	2021-01-08	40-34-gosse-street-kingston-canberra	$530 per week
178866509	2021-03-05	1-grazier-lane-belconnen-canberra	$540 - $560 per week
178866553	2021-02-01	801-19-marcus-clarke-street-city-canberra	$690 per week
178866712	2021-01-15	26-10-ellison-harvie-close-greenway-canberra	$720 per week
178890611	2021-01-15	411-45-honeysett-view-kingston-canberra	$1,275 per week
178890611	2021-01-18	411-45-honeysett-view-kingston-canberra	$1,275 per week
178901816	2021-01-15	402-45-honeysett-view-kingston-canberra	$1,250 - $1,400 per week
178901816	2021-01-18	402-45-honeysett-view-kingston-canberra	$1,250 - $1,400 per week
178901830	2021-01-21	39-179-melrose-drive-lyons-canberra	$300 per week
178906086	2021-01-01	2-77-northbourne-avenue-turner-canberra	$590-$685 per week
178906086	2021-01-03	2-77-northbourne-avenue-turner-canberra	$590-$685 per week
178906086	2021-01-27	2-77-northbourne-avenue-turner-canberra	$590-$685 per week
178906986	2021-02-10	41-8-wilkins-street-mawson-canberra	$ 345
178906986	2021-02-12	41-8-wilkins-street-mawson-canberra	$ 345
178926077	2021-03-05	58-culgoa-circuit-o-malley-canberra	Price negotiable
178935598	2021-01-15	2-130-blamey-crescent-campbell-canberra	$1,150 per week
178949497	2021-01-03	8-ingamells-street-garran-canberra	$795 per week
178949497	2021-01-08	8-ingamells-street-garran-canberra	$795 per week
