id	type	DescriptionTitle	PriceLabel	ListingDate	ReListingDate	Address	Suburb	State	PostCode	Property.lat	Property.lon	PropertyType	Agency.Id	Agency.Name	Agent.Name	Beds	Baths	Cars	EER	PlotSize
134822	rental	Easy-care, single level Willemsen designed property	$815	2026-01-02T16:47:09.461989+11:00	2026-01-08T22:17:27.636779+11:00	15/130 Shackleton Circuit	MAWSON	ACT	2607	149.1017802	-35.3663532	Townhouse	412	Luton Manuka	Donna Sulway	4	2	2		
134827	rental	Two - Storey Townhouse in popular Casey	$550 per week	2026-01-02T18:30:36.876546+11:00	2026-01-09T17:01:41.555680+11:00	13/4 Annie Douglas Street	CASEY	ACT	2913	149.101219	-35.159324	Townhouse	412	Luton Manuka	Donna Sulway	3	1	2		
134832	rental	Make yourself at home	$810 Per Week	2026-01-05T08:38:03.177264+11:00	2026-01-08T10:11:30.849040+11:00	270 Flemington Road	HARRISON	ACT	2914	149.1517585	-35.1901203	House	410	MARQ Property	Sophie Rank	4	2	2		
134836	rental	modern.living	$680 per week	2026-01-05T09:43:56.614153+11:00	2026-01-09T14:07:37.268039+11:00	38/45 Athllon Drive	GREENWAY	ACT	2900	149.0676726	-35.423163	Townhouse	618	home.by holly	Maebelle Lawson	3	2	1	6.0	
134837	rental	Leafy, private and minutes to the light rail	$520 Per Week	2026-01-05T10:08:13.078497+11:00	2026-01-05T11:21:48.140752+11:00	18/41 Clare Burton Crescent	FRANKLIN	ACT	2913	149.1489859	-35.1983997	Apartment	410	MARQ Property	Sophie Rank	2	1	1		
134842	rental	sanctuary. living	$1100 per week	2026-01-05T10:53:46.114199+11:00	2026-01-09T21:26:47.902016+11:00	1 Todd Street	O'CONNOR	ACT	2602	149.1173397	-35.2596022	House	618	home.by holly	Jackie Rickman	4	2	3	3.0	
134845	rental	Ground floor Inner South Apartment- Kingston Pines	$590 per week	2026-01-05T11:06:14.851304+11:00	2026-01-05T12:13:05.625603+11:00	1/22 Leichhardt Street	KINGSTON	ACT	2604	149.1418685	-35.3188029	Apartment	232	Ray White Canberra	Adam Stevens	2	1	1		
134846	rental	Light-Filled Family Home in a Quiet Battle-Axe Position	$630 per week	2026-01-05T11:34:49.623226+11:00	2026-01-09T12:16:44.944024+11:00	8 Easterbrook Place	GOWRIE	ACT	2904	149.1046723	-35.4090409	House	34	McIntyre Property	Jacinta Hassan	3	2	2		
134848	rental	fresh. modern	$750 per week	2026-01-05T11:43:55.885616+11:00	2026-01-09T14:07:25.023910+11:00	20 Rivers Street	WESTON	ACT	2611	149.0559234	-35.3326955	House	618	home.by holly	Maebelle Lawson	4	1	2	1.0	
134849	rental	North facing executive apartment on Kingston Foreshore	$540 per week	2026-01-05T11:52:23.114821+11:00	2026-01-08T13:37:46.719137+11:00	409/85 Eyre Street	KINGSTON	ACT	2604	149.1487791	-35.3140121	House	34	McIntyre Property	Miki Sant	1	1	1		
134854	rental	Modern North-Facing Apartment in the Heart of Forrest	$650 Per Week	2026-01-05T11:55:51.952844+11:00	2026-01-07T11:07:51.152651+11:00	107/19 State Circle	FORREST	ACT	2603	149.1225845	-35.3123798	Apartment	440	LJ Hooker Canberra City	Ashlee Ordanic	1	1	2		
134856	rental	Heritage charm in Reid 	$900 per week	2026-01-05T12:08:43.137105+11:00	2026-01-07T11:27:47.964659+11:00	28 Amaroo Street	REID	ACT	2612	149.1397563	-35.2856324	DuplexSemi-detached	232	Ray White Canberra	Janaya Goulthorp	3	1	6	1.0	
134857	rental	Pretty as a picture	$525 per week	2026-01-05T12:03:12.050627+11:00	2026-01-09T17:03:27.692191+11:00	302/43 Arthur Blakeley Way	COOMBS	ACT	2611	149.036113	-35.3160564	Apartment	441	LJ Hooker Kippax	Corey Thompson	1	1	1		
134860	rental	MODERN TOWNHOUSE	$580 per week	2026-01-05T12:20:14.940967+11:00	2026-01-08T15:52:05.205994+11:00	15/1 Bon Scott Crescent	MONCRIEFF	ACT	2914	149.1187968	-35.153875	Townhouse	412	Luton Manuka	Manpreet Kaur	2	2	2		
134862	rental	Living Space, Light and Location	$765 per week	2026-01-05T12:24:38.503976+11:00	2026-01-09T13:43:16.776925+11:00	13 Heatherdale Street	AMAROO	ACT	2914	149.1371489	-35.1709516	House	232	Ray White Canberra	Janaya Goulthorp	4	2	2		
134864	rental	Spacious ground floor apartment at Tate - Dickson	$490 per week	2026-01-05T12:48:46.420305+11:00	2026-01-05T12:49:14.891607+11:00	3/19-23 Majura Avenue	DICKSON	ACT	2602	149.1365931	-35.25904	Apartment	232	Ray White Canberra	Janaya Goulthorp	1	1	1		
